iter	Passed	Remaining
0	26428	26401667
1	51380	25638964
2	74282	24686450
3	97372	24245709
4	119871	23854503
5	141303	23409262
6	163322	23168438
7	185956	23058575
8	207992	22902314
9	231721	22940467
10	253704	22810379
11	276532	22767877
12	299539	22741977
13	323583	22789552
