iter	Passed	Remaining
230	13544	45088
231	13601	45024
232	13662	44974
233	13725	44929
234	13784	44873
235	13846	44824
236	13908	44776
237	13969	44726
238	14029	44672
239	14089	44617
240	14149	44562
241	14211	44513
242	14271	44457
243	14333	44410
244	14392	44351
245	14451	44293
246	14508	44231
247	14566	44168
248	14623	44105
249	14682	44046
250	14738	43979
251	14795	43917
252	14852	43854
253	14909	43789
254	14965	43723
255	15023	43661
256	15080	43597
257	15136	43531
258	15195	43473
259	15253	43412
260	15309	43348
261	15366	43284
262	15423	43221
263	15480	43156
264	15538	43096
265	15594	43030
266	15650	42964
267	15705	42898
268	15762	42832
269	15817	42765
270	15873	42699
271	15928	42633
272	15984	42567
273	16042	42505
274	16098	42440
275	16153	42374
276	16210	42309
277	16268	42250
278	16324	42185
279	16386	42135
280	16443	42073
281	16500	42011
282	16555	41944
283	16610	41877
284	16667	41814
285	16722	41748
286	16784	41697
287	16845	41645
288	16901	41581
289	16957	41515
290	17013	41452
291	17070	41389
292	17126	41324
293	17181	41260
294	17239	41200
295	17296	41136
296	17352	41073
297	17408	41008
298	17465	40946
299	17522	40885
300	17582	40831
301	17644	40780
302	17703	40723
303	17763	40668
304	17823	40613
305	17886	40567
306	17947	40513
307	18008	40460
308	18069	40408
309	18132	40359
310	18195	40310
311	18256	40256
312	18316	40202
313	18378	40151
314	18440	40100
315	18502	40050
316	18564	39997
317	18626	39948
318	18689	39897
319	18751	39846
320	18814	39797
321	18875	39745
322	18937	39692
323	18999	39639
324	19059	39586
325	19121	39532
326	19180	39474
327	19239	39418
328	19300	39363
329	19358	39304
330	19416	39242
331	19477	39188
332	19538	39136
333	19601	39084
334	19662	39030
335	19722	38974
336	19782	38919
337	19844	38866
338	19904	38810
339	19964	38753
340	20023	38697
341	20085	38644
342	20144	38586
343	20203	38527
344	20264	38474
345	20323	38414
346	20384	38359
347	20443	38302
348	20502	38244
349	20564	38191
350	20624	38134
351	20683	38076
352	20743	38019
353	20804	37964
354	20864	37908
355	20925	37853
356	20986	37799
357	21047	37743
358	21109	37690
359	21182	37657
360	21247	37609
361	21308	37555
362	21367	37495
363	21427	37439
364	21489	37386
365	21551	37331
366	21611	37275
367	21672	37220
368	21733	37164
369	21793	37108
370	21853	37050
371	21911	36990
372	21973	36936
373	22033	36879
374	22093	36822
375	22154	36766
376	22214	36709
377	22274	36652
378	22333	36594
379	22393	36536
380	22471	36508
381	22531	36451
382	22594	36398
383	22653	36340
384	22714	36283
385	22773	36225
386	22834	36169
387	22908	36133
388	22968	36076
389	23027	36017
390	23087	35959
391	23143	35896
392	23202	35836
393	23260	35776
394	23316	35713
395	23374	35651
396	23433	35592
397	23490	35530
398	23547	35468
399	23605	35408
400	23663	35347
401	23719	35284
402	23776	35222
403	23833	35160
404	23889	35097
405	23946	35034
406	24003	34973
407	24061	34912
408	24120	34853
409	24176	34790
410	24234	34730
411	24292	34669
412	25111	35690
413	25172	35630
414	25233	35569
415	25298	35514
416	25368	35466
417	25437	35417
418	25503	35364
419	25581	35326
420	25675	35311
421	25747	35265
422	25809	35206
423	25873	35149
424	25931	35083
425	25988	35017
426	26049	34955
427	26107	34891
428	26198	34870
429	26267	34819
430	26324	34753
431	26381	34687
432	26441	34624
433	26503	34564
434	26580	34523
435	26652	34476
436	26711	34412
437	26769	34347
438	26826	34281
439	26883	34215
440	26940	34149
441	26998	34084
442	27056	34018
443	27112	33952
444	27169	33885
445	27227	33820
446	27286	33756
447	27343	33691
448	27400	33624
449	27462	33564
450	27522	33502
451	27585	33444
452	27648	33385
453	27713	33329
454	27772	33266
455	27828	33199
456	27886	33133
457	27945	33070
458	28001	33004
459	28058	32937
460	28126	32885
461	28183	32819
462	28240	32753
463	28297	32688
464	28353	32622
465	28411	32556
466	28467	32491
467	28525	32426
468	28581	32359
469	28638	32294
470	28694	32228
471	28751	32162
472	28808	32097
473	28866	32033
474	28931	31977
475	28992	31915
476	29050	31851
477	29107	31786
478	29164	31721
479	29221	31656
480	29280	31593
481	29338	31529
482	29396	31465
483	29454	31402
484	29516	31341
485	29573	31277
486	29633	31215
487	29690	31151
488	29747	31085
489	29804	31020
490	29861	30956
491	29918	30891
492	29976	30827
493	30033	30762
494	30090	30698
495	30149	30635
496	30205	30570
497	30264	30507
498	30320	30442
499	30385	30385
500	30442	30321
501	30499	30256
502	30555	30191
503	30611	30125
504	30685	30078
505	30743	30014
506	30800	29949
507	30857	29885
508	30914	29821
509	30971	29756
510	31028	29692
511	31086	29629
512	31143	29565
513	31200	29501
514	31259	29438
515	31315	29373
516	31373	29310
517	31431	29247
518	31489	29183
519	31546	29119
520	31604	29056
521	31661	28992
522	31717	28927
523	31774	28864
524	31837	28805
525	31900	28746
526	31958	28683
527	32015	28620
528	32075	28558
529	32132	28495
530	32190	28431
531	32247	28367
532	32304	28304
533	32362	28241
534	32424	28182
535	32481	28118
536	32538	28054
537	32597	27992
538	32656	27930
539	32714	27868
540	32772	27805
541	32830	27742
542	32887	27679
543	32945	27615
544	33002	27552
545	33060	27489
546	33117	27426
547	33174	27363
548	33231	27299
549	33289	27236
550	33350	27176
551	33408	27113
552	33465	27050
553	33523	26988
554	33583	26927
555	33640	26863
556	33697	26800
557	33755	26738
558	33811	26674
559	33868	26611
560	33924	26547
561	33983	26485
562	34047	26427
563	34107	26367
564	34165	26304
565	34233	26249
566	34290	26186
567	34348	26124
568	34407	26062
569	34465	26000
570	34523	25938
571	34580	25874
572	34636	25811
573	34694	25749
574	34752	25686
575	34809	25623
576	34866	25561
577	34926	25499
578	34982	25436
579	35040	25374
580	35099	25313
581	35160	25252
582	35218	25190
583	35276	25128
584	35335	25067
585	35398	25008
586	35460	24948
587	35519	24887
588	35580	24827
589	35642	24768
590	35702	24707
591	35763	24647
592	35823	24587
593	35883	24526
594	35964	24480
595	36042	24431
596	36102	24370
597	36163	24310
598	36222	24249
599	36281	24187
600	36338	24124
601	36395	24062
602	36459	24004
603	36516	23941
604	36573	23878
605	36629	23814
606	36686	23752
607	36743	23689
608	36801	23627
609	36858	23564
610	36915	23502
611	36986	23449
612	37044	23386
613	37100	23323
614	37162	23264
615	37220	23202
616	37276	23138
617	37334	23077
618	37393	23015
619	37450	22953
620	37507	22891
621	37565	22829
622	37623	22767
623	37679	22704
624	37737	22642
625	37795	22580
626	37849	22516
627	37906	22454
628	37962	22391
629	38017	22327
630	38072	22264
631	38128	22201
632	38183	22138
633	38240	22075
634	38294	22011
635	38364	21956
636	38420	21894
637	38475	21830
638	38531	21768
639	38586	21704
640	38641	21641
641	38697	21579
642	38753	21516
643	38812	21455
644	38868	21392
645	39641	21723
646	39710	21665
647	39773	21605
648	39877	21567
649	39974	21524
650	40036	21463
651	40097	21401
652	40165	21343
653	40229	21283
654	40291	21222
655	40349	21158
656	40431	21108
657	40505	21053
658	40574	20995
659	40636	20934
660	40709	20878
661	40774	20818
662	40831	20754
663	40886	20689
664	40941	20624
665	40997	20560
666	41052	20495
667	41108	20431
668	41162	20365
669	41218	20301
670	41273	20237
671	41331	20173
672	41386	20109
673	41443	20045
674	41514	19988
675	41570	19924
676	41625	19859
677	41681	19795
678	41736	19731
679	41792	19667
680	41849	19603
681	41905	19539
682	41960	19475
683	42017	19411
684	42073	19347
685	42133	19285
686	42189	19221
687	42244	19157
688	42299	19092
689	42354	19028
690	42409	18964
691	42466	18901
692	42522	18837
693	42577	18773
694	42633	18709
695	42691	18646
696	42746	18582
697	42801	18518
698	42856	18454
699	42913	18391
700	42969	18327
701	43025	18264
702	43080	18200
703	43136	18136
704	43192	18073
705	43247	18009
706	43303	17946
707	43359	17882
708	43415	17819
709	43471	17756
710	43527	17692
711	43584	17629
712	43640	17566
713	43696	17502
714	43753	17440
715	43808	17376
716	43864	17313
717	43921	17250
718	43976	17186
719	44032	17123
720	44097	17064
721	44152	17000
722	44208	16937
723	44263	16874
724	44319	16810
725	44374	16747
726	44430	16684
727	44486	16621
728	44542	16558
729	44597	16495
730	44653	16432
731	44714	16370
732	44788	16314
733	44844	16251
734	44919	16195
735	44978	16133
736	45043	16073
737	45098	16010
738	45154	15947
739	45211	15885
740	45267	15822
741	45322	15759
742	45379	15696
743	45437	15634
744	45495	15572
745	45551	15509
746	45609	15447
747	45665	15384
748	45721	15321
749	45776	15258
750	45831	15195
751	45903	15138
752	45957	15075
753	46013	15012
754	46074	14951
755	46130	14888
756	46185	14825
757	46240	14762
758	46295	14699
759	46352	14637
760	46408	14574
761	46463	14512
762	46527	14452
763	46582	14389
764	46637	14326
765	46693	14264
766	46750	14201
767	46805	14139
768	46861	14076
769	46922	14015
770	46978	13953
771	47035	13891
772	47091	13828
773	47147	13766
774	47202	13703
775	47258	13641
776	47312	13578
777	47367	13516
778	47424	13454
779	47481	13392
780	47537	13329
781	47593	13267
782	47658	13207
783	47714	13145
784	47770	13083
785	47825	13021
786	47881	12959
787	47938	12897
788	47994	12834
789	48049	12772
790	48113	12712
791	48175	12652
792	48231	12590
793	48286	12527
794	48341	12465
795	48397	12403
796	48468	12345
797	48524	12283
798	48579	12220
799	48634	12158
800	48690	12096
801	48746	12034
802	48801	11972
803	48856	11910
804	48911	11848
805	48967	11786
806	49024	11724
807	49079	11662
808	49134	11600
809	49190	11538
810	49246	11476
811	49303	11415
812	49359	11353
813	49416	11291
814	49472	11229
815	49528	11168
816	49584	11106
817	49639	11044
818	49696	10983
819	49753	10921
820	49813	10860
821	49873	10799
822	50129	10781
823	50728	10835
824	50787	10773
825	50847	10711
826	50907	10649
827	50977	10589
828	51044	10529
829	51113	10469
830	51183	10409
831	51256	10349
832	51324	10289
833	51386	10228
834	51449	10166
835	51510	10105
836	51570	10043
837	51629	9980
838	51690	9919
839	51751	9857
840	51809	9795
841	51864	9732
842	51921	9669
843	51976	9607
844	52032	9544
845	52094	9483
846	52150	9420
847	52207	9357
848	52267	9296
849	52332	9235
850	52389	9172
851	52445	9110
852	52501	9047
853	52556	8985
854	52612	8922
855	52668	8860
856	52722	8797
857	52780	8735
858	52835	8672
859	52892	8610
860	52952	8548
861	53007	8486
862	53078	8426
863	53134	8363
864	53189	8301
865	53260	8241
866	53316	8178
867	53390	8119
868	53446	8056
869	53503	7994
870	53559	7932
871	53616	7870
872	53673	7808
873	53729	7745
874	53789	7684
875	53847	7622
876	53905	7560
877	53962	7498
878	54020	7436
879	54077	7374
880	54134	7312
881	54191	7250
882	54246	7187
883	54300	7125
884	54357	7063
885	54419	7002
886	54475	6939
887	54532	6877
888	54589	6816
889	54646	6754
890	54709	6692
891	54765	6630
892	54820	6568
893	54876	6506
894	54933	6444
895	54993	6383
896	55048	6321
897	55104	6259
898	55160	6197
899	55216	6135
900	55271	6073
901	55326	6011
902	55382	5949
903	55439	5887
904	55494	5825
905	55550	5763
906	55606	5701
907	55663	5639
908	55718	5578
909	55774	5516
910	55830	5454
911	55886	5392
912	55941	5330
913	56002	5269
914	56058	5207
915	56114	5145
916	56169	5084
917	56225	5022
918	56280	4960
919	56336	4898
920	56391	4837
921	56446	4775
922	56502	4713
923	56559	4652
924	56614	4590
925	56671	4528
926	56727	4467
927	56785	4405
928	56841	4344
929	56897	4282
930	56952	4220
931	57008	4159
932	57063	4097
933	57118	4036
934	57174	3974
935	57229	3913
936	57284	3851
937	57339	3790
938	57395	3728
939	57451	3667
940	57508	3605
941	57563	3544
942	57619	3482
943	57676	3421
944	57733	3360
945	57788	3298
946	57844	3237
947	57901	3176
948	57956	3114
949	58011	3053
950	58068	2991
951	58125	2930
952	58181	2869
953	58236	2808
954	58291	2746
955	58347	2685
956	58403	2624
957	58459	2562
958	58514	2501
959	58570	2440
960	58626	2379
961	58681	2317
962	58738	2256
963	58801	2195
964	58865	2135
965	58924	2073
966	59222	2021
967	59798	1976
968	59858	1914
969	59966	1854
970	60039	1793
971	60103	1731
972	60164	1669
973	60227	1607
974	60296	1546
975	60364	1484
976	60424	1422
977	60488	1360
978	60550	1298
979	60619	1237
980	60690	1175
981	60757	1113
982	60816	1051
983	60875	989
984	60935	927
985	60992	866
986	61049	804
987	61104	742
988	61161	680
989	61222	618
990	61279	556
991	61334	494
992	61397	432
993	61453	370
994	61510	309
995	61566	247
996	61621	185
997	61677	123
998	61734	61
999	61789	0
