iter	Logloss
327	0.05376136975
328	0.05371525691
329	0.05355273907
330	0.05352706518
331	0.05350328494
332	0.05346263788
333	0.05342158391
334	0.05341253036
335	0.0533387326
336	0.05331369253
337	0.05324403029
338	0.05323691344
339	0.05318710718
340	0.05312792656
341	0.05288831271
342	0.05288609823
343	0.05276544033
344	0.05276126959
345	0.05275741186
346	0.05273338513
347	0.05272912832
348	0.05272584573
349	0.05266530355
350	0.05266004905
351	0.05262164385
352	0.05257295266
353	0.05255361312
354	0.05253420316
355	0.052498748
356	0.05248736259
357	0.05244401981
358	0.05243851491
359	0.05243595221
360	0.05240108392
361	0.05237913865
362	0.05237073067
363	0.052344376
364	0.05234245887
365	0.05233846029
366	0.05233057267
367	0.05219525459
368	0.05218663925
369	0.05217848558
370	0.05215500269
371	0.05211613973
372	0.05211038834
373	0.05210704706
374	0.05210475824
375	0.05208521916
376	0.05207754282
377	0.05201044718
378	0.05200353378
379	0.05199951954
380	0.05199451936
381	0.0519875903
382	0.0519833061
383	0.05197875977
384	0.05197577452
385	0.05196810209
386	0.05196458865
387	0.05185380985
388	0.05183603923
389	0.0518324358
390	0.05179606902
391	0.05179092407
392	0.05158868252
393	0.0515862372
394	0.05158512213
395	0.05157858042
396	0.051519122
397	0.05149376111
398	0.0514878141
399	0.0514836238
400	0.05131242801
401	0.05129261506
402	0.05128995064
403	0.05126862355
404	0.05126521184
405	0.05126245743
406	0.05121585944
407	0.05119842529
408	0.05107720791
409	0.05107209034
410	0.05086634709
411	0.05085508689
412	0.05084008633
413	0.05079338661
414	0.05076387063
415	0.05075673812
416	0.05075223091
417	0.05074848273
418	0.05062835302
419	0.05062138484
420	0.05060812926
421	0.05060633733
422	0.05056392572
423	0.05055948502
424	0.05055811564
425	0.05039457664
426	0.05023568178
427	0.05023417155
428	0.05020649837
429	0.05018970196
430	0.0501847096
431	0.05018380972
432	0.05017988156
433	0.0500785319
434	0.05004249768
435	0.05003915249
436	0.04969454643
437	0.0496920346
438	0.04968755869
439	0.04965499487
440	0.04964153974
441	0.04960867466
442	0.04960522774
443	0.04957658425
444	0.04957347381
445	0.04956970215
446	0.04956854013
447	0.04942252526
448	0.0494207881
449	0.04941766201
450	0.04940804115
451	0.04938591199
452	0.04938163562
453	0.04914929512
454	0.04891468537
455	0.04891262348
456	0.04890724378
457	0.0489058118
458	0.04890206361
459	0.04889995086
460	0.04889887883
461	0.04888910538
462	0.04888628837
463	0.04887970362
464	0.04887793125
465	0.0488754429
466	0.04887411264
467	0.04886241033
468	0.0488591825
469	0.04885773879
470	0.04885637723
471	0.04885559865
472	0.04885487092
473	0.04874771509
474	0.04874539106
475	0.04874347785
476	0.04865614671
477	0.04865397135
478	0.04864809085
479	0.04862464318
480	0.04851195115
481	0.04848995111
482	0.048323689
483	0.04821056659
484	0.04819463877
485	0.04819326547
486	0.0481847362
487	0.04815410125
488	0.04815284142
489	0.04813693316
490	0.04813391661
491	0.04811622033
492	0.04797857823
493	0.04797614856
494	0.04791517209
495	0.0477645874
496	0.04774137057
497	0.04759944818
498	0.04758723332
499	0.04758649777
500	0.04758515969
501	0.04758427155
502	0.04757391514
503	0.04757072253
504	0.04754622239
505	0.04754533817
506	0.04754356189
507	0.04753043933
508	0.04751886221
509	0.04751845531
510	0.04749996087
511	0.04726091043
512	0.04725073399
513	0.0472476431
514	0.04724591377
515	0.04724360931
516	0.04717164651
517	0.04716440445
518	0.04716213129
519	0.0471590404
520	0.04715486184
521	0.04715387589
522	0.04715289385
523	0.04715137188
524	0.04715040158
525	0.04714957995
526	0.04711354574
527	0.04710563464
528	0.04710464086
529	0.04709389711
530	0.04709329067
531	0.04709109575
532	0.04708822397
533	0.04708700327
534	0.04708523481
535	0.04708493746
536	0.04708377936
537	0.04708074325
538	0.04702947372
539	0.04702575292
540	0.04702215733
541	0.04702162914
542	0.04701987633
543	0.0470181157
544	0.04701779879
545	0.04701725104
546	0.04701575255
547	0.04701418754
548	0.04701218825
549	0.04701189873
550	0.04701001681
551	0.04699842013
552	0.04699817364
553	0.04699789976
554	0.0469960648
555	0.04699358427
556	0.04695904072
557	0.04695876293
558	0.04695357103
559	0.04694890731
560	0.04691910964
561	0.04688991449
562	0.04688108004
563	0.04669964913
564	0.04669910137
565	0.0466835022
566	0.04652766301
567	0.04643234644
568	0.04643091838
569	0.04642959203
570	0.04642795661
571	0.04642747145
572	0.04642702152
573	0.04642547216
574	0.04627038809
575	0.04622538249
576	0.04601920886
577	0.04601683005
578	0.0459923573
579	0.04599214603
580	0.04598631639
581	0.04598336244
582	0.04597443409
583	0.04597376114
584	0.04596826798
585	0.04589048728
586	0.04586323273
587	0.04586121388
588	0.04585859641
589	0.04582367335
590	0.04572834113
591	0.04572790293
592	0.04551981608
593	0.04534321712
594	0.04533505171
595	0.04533438658
596	0.04532634637
597	0.04532181177
598	0.04532117403
599	0.04513292362
600	0.0451235375
601	0.04511949197
602	0.04511885814
603	0.04511397142
604	0.0451056769
605	0.04510480832
606	0.04510329809
607	0.04509900998
608	0.04509086805
609	0.04508973733
610	0.04507664216
611	0.04507515149
612	0.04507379776
613	0.04507286659
614	0.04507209973
615	0.04507124681
616	0.04507038997
617	0.04505445431
618	0.0450441605
619	0.04499629094
620	0.04499530499
621	0.04499456552
622	0.04499104818
623	0.04499020307
624	0.04498934232
625	0.04498850505
626	0.04498719435
627	0.04485226362
628	0.04479443281
629	0.04479349772
630	0.04477899013
631	0.04477856367
632	0.04477728037
633	0.04477641962
634	0.04477496807
635	0.0447737239
636	0.04476739737
637	0.04476607103
638	0.0446977586
639	0.04469591972
640	0.04469517634
641	0.04469414735
642	0.04468217899
643	0.04465269431
644	0.04459741837
645	0.04439223069
646	0.04439156948
647	0.04439071264
648	0.04438436655
649	0.04438337277
650	0.04438222249
651	0.04437837258
652	0.04437641633
653	0.04437261337
654	0.04420183231
655	0.04420134716
656	0.04409906632
657	0.04409711789
658	0.04401451698
659	0.04401422745
660	0.04401294415
661	0.04401179387
662	0.04401070619
663	0.04401013105
664	0.04400934464
665	0.04400751358
666	0.04400725536
667	0.04400655893
668	0.04400590554
669	0.04400478656
670	0.04400454008
671	0.04392415365
672	0.04392320682
673	0.0439144428
674	0.04391187228
675	0.04388636662
676	0.04388539241
677	0.04387652275
678	0.04387624496
679	0.04387269631
680	0.04374451466
681	0.04372825818
682	0.0437270766
683	0.04372431828
684	0.04372386835
685	0.04372218988
686	0.04364304763
687	0.0436416
688	0.04364120092
689	0.04364079402
690	0.04363985893
691	0.04361404028
692	0.04360638741
693	0.04359677437
694	0.04359623444
695	0.04347585042
696	0.0434086961
697	0.04333678025
698	0.04333082933
699	0.04322457338
700	0.04322391999
701	0.04321278107
702	0.04320886856
703	0.04316757593
704	0.04307320228
705	0.04307288928
706	0.04307184855
707	0.04306933281
708	0.04306682098
709	0.04294978998
710	0.04294512626
711	0.04293906579
712	0.04293799767
713	0.04293757512
714	0.04291622847
715	0.04291561029
716	0.04291491386
717	0.04277806209
718	0.04277231461
719	0.0427298091
720	0.04265454415
721	0.04265132806
722	0.04263633532
723	0.04263387827
724	0.04263271625
725	0.04261717185
726	0.0426163111
727	0.0426158416
728	0.04260267209
729	0.04259694417
730	0.04259656466
731	0.04249570406
732	0.042490117
733	0.0424893658
734	0.04241447644
735	0.04241134252
736	0.04209449181
737	0.04207595825
738	0.04207563743
739	0.04207498404
740	0.04207389636
741	0.04200143667
742	0.04198792286
743	0.04198710906
744	0.04198664347
745	0.04198609572
746	0.04198525453
747	0.04198447594
748	0.0419838069
749	0.0419818037
750	0.04198110727
751	0.04198044997
752	0.04197937012
753	0.04195507343
754	0.04195436135
755	0.04192009168
756	0.04191920354
757	0.041919004
758	0.04190916404
759	0.0418892924
760	0.04188908895
761	0.04188595503
762	0.04188528208
763	0.0418850708
764	0.0418841318
765	0.04188398312
766	0.04182398478
767	0.04182304187
768	0.04182101127
769	0.04182079609
770	0.04182060829
771	0.04182041266
772	0.04166224944
773	0.04165956155
774	0.04165859907
775	0.04165752704
776	0.04165681888
777	0.04165613419
778	0.04165510911
779	0.04151245117
780	0.04151209905
781	0.04151148869
782	0.04151096442
783	0.04150911771
784	0.04150844476
785	0.0414461576
786	0.04144411918
787	0.04144344232
788	0.04144260113
789	0.0414420925
790	0.04144165822
791	0.04140575702
792	0.04140549097
793	0.04140376556
794	0.04140178583
795	0.04139866756
796	0.04139808459
797	0.04139663696
798	0.04138923841
799	0.04138876891
800	0.04138794728
801	0.0413850442
802	0.04138462947
803	0.04138400347
804	0.04138338529
805	0.04138162075
806	0.04128857735
807	0.04128162091
808	0.04128132747
809	0.04127937904
810	0.04127873739
811	0.04127656203
812	0.04124625964
813	0.04124590751
814	0.04124532064
815	0.04124489026
816	0.04124292227
817	0.04124237843
818	0.04124084473
819	0.04124068431
820	0.041240117
821	0.04124001527
822	0.04116901496
823	0.04116332225
824	0.04115459736
825	0.04115416307
826	0.04115338057
827	0.04114750789
828	0.04113851303
829	0.04113823133
830	0.04113627898
831	0.04113319593
832	0.04113299248
833	0.04109937619
834	0.04109730647
835	0.04100477561
836	0.04100431002
837	0.04100391877
838	0.04100236159
839	0.0409921382
840	0.04099046756
841	0.04098993937
842	0.04098927033
843	0.04098700499
844	0.04098639073
845	0.04098619119
846	0.0409819109
847	0.04094106038
848	0.04094054785
849	0.04094040308
850	0.04093851334
851	0.040937187
852	0.04093673315
853	0.04093598977
854	0.04093561417
855	0.04092898247
856	0.0409287751
857	0.04092012846
858	0.04091975285
859	0.04088011522
860	0.04087966919
861	0.04087907449
862	0.04087797116
863	0.04087781466
864	0.04087756035
865	0.04087522849
866	0.04087365175
867	0.04082861485
868	0.04082810622
869	0.04082794189
870	0.04082736284
871	0.04077931722
872	0.04077868339
873	0.04077810825
874	0.04066653521
875	0.04066601876
876	0.04066555708
877	0.04066386687
878	0.04066202408
879	0.04066167196
880	0.04066160544
881	0.04066048647
882	0.04066003261
883	0.04065986046
884	0.04064912454
885	0.04064888196
886	0.04060823881
887	0.04052673731
888	0.04052641257
889	0.04052594307
890	0.04052568485
891	0.04052273873
892	0.04052187015
893	0.04052140065
894	0.04046249781
895	0.04046202048
896	0.04044080685
897	0.04044029823
898	0.04044011043
899	0.04043940617
900	0.04043919099
901	0.0404390071
902	0.04043222281
903	0.04042903802
904	0.04042841985
905	0.04039701022
906	0.04039649768
907	0.04039626684
908	0.04039579734
909	0.04039114928
910	0.04039082454
911	0.04039045676
912	0.04038876656
913	0.04038846529
914	0.04038824619
915	0.04038785494
916	0.04038753412
917	0.04038698245
918	0.04033799392
919	0.04033755963
920	0.04033712534
921	0.04033043886
922	0.0403302941
923	0.04032984807
924	0.04032935901
925	0.04024266952
926	0.0402405685
927	0.0401765481
928	0.04017607078
929	0.04017358242
930	0.04017347678
931	0.04017333984
932	0.04017280774
933	0.04017249474
934	0.04016595302
935	0.04016564785
936	0.04016535441
937	0.04016499837
938	0.04016060854
939	0.04015929002
940	0.03997810559
941	0.0399775148
942	0.0399770453
943	0.03997652103
944	0.03997625889
945	0.03997490125
946	0.03997346144
947	0.03996991671
948	0.03994868352
949	0.03994849963
950	0.03994788537
951	0.03994698549
952	0.0398978248
953	0.03989078228
954	0.03988468268
955	0.03988179525
956	0.03988116142
957	0.03988039066
958	0.03988017156
959	0.0398798429
960	0.03987973727
961	0.03987930689
962	0.03987849309
963	0.03987832094
964	0.03987789056
965	0.03987737411
966	0.03987329336
967	0.03978324695
968	0.03978147458
969	0.03977850498
970	0.03977828197
971	0.03977672088
972	0.03973817483
973	0.0397377288
974	0.03973731799
975	0.0397371654
976	0.03973664113
977	0.03973472791
978	0.03955765553
979	0.0395454798
980	0.03954531156
981	0.03954473251
982	0.03954377394
983	0.0395400062
984	0.03953981057
985	0.03953943497
986	0.03953905937
987	0.03953877767
988	0.03952576466
989	0.03951813135
990	0.03949679644
991	0.03949662429
992	0.0394962526
993	0.03949591221
994	0.03949567746
995	0.03949496538
996	0.03949430808
997	0.0394938464
998	0.03943800706
999	0.03943765885
